"","Station","Year","Month","Air_temp","Division","Lat (degree/min)","Lon (degree/min)","Y","X","Time","Max","Min","Region","Avg","Season","Rain","Humidity"
"197","Mongla",1981,"June",NA,"Khulna",22.28,89.36,22.467,89.6,"29738",NA,NA,"SWR",NA,"Summer",NA,NA
"198","Mymensingn",1981,"June","30.5","Dhaka",24.44,90.25,24.717,90.433,"29738",36,NA,"CR w/o Dhaka",NA,"Summer",NA,NA
"199","Patuakhali",1981,"June","28.9","Barisal",22.2,90.2,22.33333333,90.33333,"29738",34.2,22.7,"SWR",28.45,"Summer",606,84
"200","Rajshahi",1981,"June","29.1","Rajshahi",24.22,88.42,24.383,88.6,"29738",37.7,19.3,"NWR",28.5,"Summer",159,83
"201","Rangamati",1981,"June","27.7","Chittagong",22.38,92.09,22.633,92.2,"29738",35.6,23.2,"ER",29.4,"Summer",337,83
"202","Rangpur",1981,"June","29.6","Rangpur",25.44,89.16,25.733,89.233,"29738",37.5,19.3,"NWR",28.4,"Summer",104,80
"203","Sandwip",1981,"June","28.6","Chittagong",22.29,91.26,22.483,91.417,"29738",33.7,24,"ER",28.85,"Summer",264,88
"204","Satkhira",1981,"June","30","Khulna",22.43,89.05,22.717,89.083,"29738",36.9,23.3,"SWR",30.1,"Summer",200,79
"205","Sitakundu",1981,"June","28.3","Chittagong",22.38,91.42,22.583,91.7,"29738",33.5,23,"ER",28.25,"Summer",NA,NA
"206","Srimangal",1981,"June",NA,"Sylhet",24.18,91.44,24.3,91.73333333,"29738",NA,NA,"ER",NA,"Summer",NA,NA
"207","Sydpur",1981,"June",NA,"Rangpur",25.45,88.55,25.75,88.917,"29738",NA,NA,"NWR",NA,"Summer",NA,NA
"208","Sylhet",1981,"June","28.1","Sylhet",24.54,91.53,24.9,91.883,"29738",34.9,20.2,"ER",27.55,"Summer",351,83
"209","Tangail",1981,"June",NA,"Dhaka",24.15,89.56,24.25,89.933,"29738",NA,NA,"CR w/o Dhaka",NA,"Summer",NA,NA
"210","Teknaf",1981,"June","27.7","Chittagong",20.52,92.18,20.417,92.3,"29738",32.2,21,"ER",26.6,"Summer",1127,85
"211","Ambagan(Ctg)",1981,"July",NA,"Chittagong",22.13,91.48,22.35,91.817,"29768",NA,NA,"ER",NA,"Monsoon",NA,NA
"212","Barisal",1981,"July","27.7","Barisal",23.43,90.22,22.717,90.367,"29768",32.1,24.2,"SWR",28.15,"Monsoon",521,90
"213","Bhola",1981,"July","27.5","Barisal",22.41,90.39,22.683,90.65,"29768",32.2,24,"SWR",28.1,"Monsoon",561,90
"214","Bogra",1981,"July","28.1","Rajshahi",24.51,89.22,24.85,89.367,"29768",33.9,24.1,"NWR",29,"Monsoon",379,87
"215","Chandpur",1981,"July","27.9","Chittagong",23.14,90.42,23.267,90.7,"29768",32.4,23.8,"ER",28.1,"Monsoon",436,88
"216","Chittagong (cv/mil)",1981,"July","27.2","Chittagong",22.21,91.49,22.267,91.817,"29768",33,24,"ER",28.5,"Monsoon",825,87
"217","chuadanga",1981,"July",NA,"Khulna",23.39,88.49,23.65,88.8167,"29768",NA,NA,"NWR",NA,"Monsoon",NA,NA
"218","Comilla",1981,"July","27.3","Chittagong",23.26,91.11,23.433,91.183,"29768",32.8,24.2,"ER",28.5,"Monsoon",511,86
"219","Cox`s bazar",1981,"July","27","Chittagong",21.27,91.58,21.433,91.967,"29768",32,23,"ER",27.5,"Monsoon",NA,NA
"220","Dhaka/tejgaon (mil)",1981,"July","28.1","Dhaka",23.47,90.23,23.767,90.383,"29768",33.3,24.4,"Dhaka",28.85,"Monsoon",356,88
"221","Dinajpur",1981,"July","27.3","Rangpur",25.39,88.41,25.65,88.683,"29768",34.5,13.8,"NWR",24.15,"Monsoon",715,59
"222","Faridpur",1981,"July","28.1","Dhaka",23.36,89.51,23.617,89.85,"29768",32.8,23.8,"CR w/o Dhaka",28.3,"Monsoon",422,88
"223","Feni",1981,"July","27.1","Chittagong",23.02,91.25,23,91.4,"29768",33.1,23,"ER",28.05,"Monsoon",1091,90
"224","Hatia",1981,"July",NA,"Chittagong",22.27,91.6,22.433,91.1,"29768",NA,NA,"ER",NA,"Monsoon",NA,NA
"225","Ishurdi",1981,"July","28.1","Khulna",24.09,89.2,24.15,89.033,"29768",34,20,"NWR",27,"Monsoon",478,85
"226","Jessore (civ/mil)",1981,"July","28.4","Khulna",23.12,89.2,23.183,89.167,"29768",35,24,"SWR",29.5,"Monsoon",377,88
"227","Khepupara",1981,"July","27.8","Barisal",21.59,90.14,21.983,90.233,"29768",31.6,24,"SWR",27.8,"Monsoon",618,88
"228","Khulna",1981,"July","28","Khulna",22.47,89.32,22.85,89.567,"29768",33.3,24.8,"SWR",29.05,"Monsoon",425,89
"229","Kutubdia",1981,"July",NA,"Chittagong",21.49,91.51,21.81666667,91.85,"29768",NA,NA,"ER",NA,"Monsoon",NA,NA
"230","M.court",1981,"July","27.6","Chittagong",22.52,91.6,22.867,92,"29768",31.1,24.4,"ER",27.75,"Monsoon",1043,88
"231","Madaripur",1981,"July","28.3","Dhaka",23.1,90.11,23.167,90.183,"29768",33.5,23.6,"CR w/o Dhaka",28.55,"Monsoon",434,87
"232","Mongla",1981,"July",NA,"Khulna",22.28,89.36,22.467,89.6,"29768",NA,NA,"SWR",NA,"Monsoon",NA,NA
"233","Mymensingn",1981,"July","28.8","Dhaka",24.44,90.25,24.717,90.433,"29768",33.8,NA,"CR w/o Dhaka",NA,"Monsoon",NA,NA
"234","Patuakhali",1981,"July","27.7","Barisal",22.2,90.2,22.33333333,90.33333,"29768",31.9,16.4,"SWR",24.15,"Monsoon",677,89
"235","Rajshahi",1981,"July","28.2","Rajshahi",24.22,88.42,24.383,88.6,"29768",33.1,23.1,"NWR",28.1,"Monsoon",574,88
"236","Rangamati",1981,"July","26.9","Chittagong",22.38,92.09,22.633,92.2,"29768",32.5,24,"ER",28.25,"Monsoon",262,87
"237","Rangpur",1981,"July","****","Rangpur",25.44,89.16,25.733,89.233,"29768",NA,NA,"NWR",NA,"Monsoon",NA,NA
"238","Sandwip",1981,"July","27.4","Chittagong",22.29,91.26,22.483,91.417,"29768",31.5,23.5,"ER",27.5,"Monsoon",917,92
"239","Satkhira",1981,"July","28.6","Khulna",22.43,89.05,22.717,89.083,"29768",33,23.9,"SWR",28.45,"Monsoon",570,86
"240","Sitakundu",1981,"July","27.2","Chittagong",22.38,91.42,22.583,91.7,"29768",32.5,23.5,"ER",28,"Monsoon",NA,NA
"241","Srimangal",1981,"July",NA,"Sylhet",24.18,91.44,24.3,91.73333333,"29768",NA,NA,"ER",NA,"Monsoon",NA,NA
"242","Sydpur",1981,"July",NA,"Rangpur",25.45,88.55,25.75,88.917,"29768",NA,NA,"NWR",NA,"Monsoon",NA,NA
"243","Sylhet",1981,"July","27.2","Sylhet",24.54,91.53,24.9,91.883,"29768",34.4,23.3,"ER",28.85,"Monsoon",1113,89
"244","Tangail",1981,"July",NA,"Dhaka",24.15,89.56,24.25,89.933,"29768",NA,NA,"CR w/o Dhaka",NA,"Monsoon",NA,NA
"245","Teknaf",1981,"July","27.2","Chittagong",20.52,92.18,20.417,92.3,"29768",30.9,22.9,"ER",26.9,"Monsoon",1204,89
"246","Ambagan(Ctg)",1981,"August",NA,"Chittagong",22.13,91.48,22.35,91.817,"29799",NA,NA,"ER",NA,"Monsoon",NA,NA
"247","Barisal",1981,"August","28.7","Barisal",23.43,90.22,22.717,90.367,"29799",33.3,24.1,"SWR",28.7,"Monsoon",217,87
"248","Bhola",1981,"August","28.3","Barisal",22.41,90.39,22.683,90.65,"29799",33.2,25,"SWR",29.1,"Monsoon",378,88
"249","Bogra",1981,"August","28.9","Rajshahi",24.51,89.22,24.85,89.367,"29799",34.6,24,"NWR",29.3,"Monsoon",278,84
"250","Chandpur",1981,"August","28.9","Chittagong",23.14,90.42,23.267,90.7,"29799",33.4,24.3,"ER",28.85,"Monsoon",235,85
"251","Chittagong (cv/mil)",1981,"August","27.9","Chittagong",22.21,91.49,22.267,91.817,"29799",33.2,20.5,"ER",26.85,"Monsoon",343,83
"252","chuadanga",1981,"August",NA,"Khulna",23.39,88.49,23.65,88.8167,"29799",NA,NA,"NWR",NA,"Monsoon",NA,NA
"253","Comilla",1981,"August","28.3","Chittagong",23.26,91.11,23.433,91.183,"29799",36,24.4,"ER",30.2,"Monsoon",250,83
"254","Cox`s bazar",1981,"August","27.8","Chittagong",21.27,91.58,21.433,91.967,"29799",32,23,"ER",27.5,"Monsoon",NA,NA
"255","Dhaka/tejgaon (mil)",1981,"August","29.2","Dhaka",23.47,90.23,23.767,90.383,"29799",36.5,24.8,"Dhaka",30.65,"Monsoon",188,83
"256","Dinajpur",1981,"August","29.1","Rangpur",25.39,88.41,25.65,88.683,"29799",34.4,23.1,"NWR",28.75,"Monsoon",289,80
"257","Faridpur",1981,"August","29","Dhaka",23.36,89.51,23.617,89.85,"29799",34.4,25,"CR w/o Dhaka",29.7,"Monsoon",740,85
"258","Feni",1981,"August","28","Chittagong",23.02,91.25,23,91.4,"29799",33.2,23.7,"ER",28.45,"Monsoon",371,86
"259","Hatia",1981,"August",NA,"Chittagong",22.27,91.6,22.433,91.1,"29799",NA,NA,"ER",NA,"Monsoon",NA,NA
"260","Ishurdi",1981,"August","28.8","Khulna",24.09,89.2,24.15,89.033,"29799",34,24,"NWR",29,"Monsoon",211,82
"261","Jessore (civ/mil)",1981,"August","29","Khulna",23.12,89.2,23.183,89.167,"29799",34.4,24.5,"SWR",29.45,"Monsoon",292,85
"262","Khepupara",1981,"August","28.5","Barisal",21.59,90.14,21.983,90.233,"29799",33,24.5,"SWR",28.75,"Monsoon",326,86
"263","Khulna",1981,"August","28.8","Khulna",22.47,89.32,22.85,89.567,"29799",34.6,25.1,"SWR",29.85,"Monsoon",268,86
"264","Kutubdia",1981,"August",NA,"Chittagong",21.49,91.51,21.81666667,91.85,"29799",NA,NA,"ER",NA,"Monsoon",NA,NA
"265","M.court",1981,"August","28.4","Chittagong",22.52,91.6,22.867,92,"29799",32.2,24.4,"ER",28.3,"Monsoon",717,84
"266","Madaripur",1981,"August","****","Dhaka",23.1,90.11,23.167,90.183,"29799",NA,NA,"CR w/o Dhaka",NA,"Monsoon",NA,NA
"267","Mongla",1981,"August",NA,"Khulna",22.28,89.36,22.467,89.6,"29799",NA,NA,"SWR",NA,"Monsoon",NA,NA
"268","Mymensingn",1981,"August","29.6","Dhaka",24.44,90.25,24.717,90.433,"29799",34.1,NA,"CR w/o Dhaka",NA,"Monsoon",NA,NA
"269","Patuakhali",1981,"August","28.4","Barisal",22.2,90.2,22.33333333,90.33333,"29799",33.6,24,"SWR",28.8,"Monsoon",373,86
"270","Rajshahi",1981,"August","28.9","Rajshahi",24.22,88.42,24.383,88.6,"29799",33.7,24.8,"NWR",29.25,"Monsoon",340,85
"271","Rangamati",1981,"August","27.8","Chittagong",22.38,92.09,22.633,92.2,"29799",33.2,24.2,"ER",28.7,"Monsoon",447,84
"272","Rangpur",1981,"August","****","Rangpur",25.44,89.16,25.733,89.233,"29799",NA,NA,"NWR",NA,"Monsoon",NA,NA
"273","Sandwip",1981,"August","28.5","Chittagong",22.29,91.26,22.483,91.417,"29799",33,24,"ER",28.5,"Monsoon",662,87
"274","Satkhira",1981,"August","29.3","Khulna",22.43,89.05,22.717,89.083,"29799",33.9,25.2,"SWR",29.55,"Monsoon",289,84
"275","Sitakundu",1981,"August","28.4","Chittagong",22.38,91.42,22.583,91.7,"29799",32.5,24,"ER",28.25,"Monsoon",NA,NA
"276","Srimangal",1981,"August",NA,"Sylhet",24.18,91.44,24.3,91.73333333,"29799",NA,NA,"ER",NA,"Monsoon",NA,NA
"277","Sydpur",1981,"August",NA,"Rangpur",25.45,88.55,25.75,88.917,"29799",NA,NA,"NWR",NA,"Monsoon",NA,NA
"278","Sylhet",1981,"August","28","Sylhet",24.54,91.53,24.9,91.883,"29799",35.8,23.8,"ER",29.8,"Monsoon",747,86
"279","Tangail",1981,"August",NA,"Dhaka",24.15,89.56,24.25,89.933,"29799",NA,NA,"CR w/o Dhaka",NA,"Monsoon",NA,NA
"280","Teknaf",1981,"August","27.8","Chittagong",20.52,92.18,20.417,92.3,"29799",31.4,23.5,"ER",27.45,"Monsoon",845,86
"281","Ambagan(Ctg)",1981,"September",NA,"Chittagong",22.13,91.48,22.35,91.817,"29830",NA,NA,"ER",NA,"Monsoon",NA,NA
"282","Barisal",1981,"September","28.3","Barisal",23.43,90.22,22.717,90.367,"29830",35,22,"SWR",28.5,"Monsoon",173,86
"283","Bhola",1981,"September","28.1","Barisal",22.41,90.39,22.683,90.65,"29830",35.6,23.9,"SWR",29.75,"Monsoon",265,87
"284","Bogra",1981,"September","28.1","Rajshahi",24.51,89.22,24.85,89.367,"29830",35.1,16.4,"NWR",25.75,"Monsoon",301,86
"285","Chandpur",1981,"September","28.7","Chittagong",23.14,90.42,23.267,90.7,"29830",34.6,24.5,"ER",29.55,"Monsoon",147,85
"286","Chittagong (cv/mil)",1981,"September","27.9","Chittagong",22.21,91.49,22.267,91.817,"29830",34,21,"ER",27.5,"Monsoon",150,83
"287","chuadanga",1981,"September",NA,"Khulna",23.39,88.49,23.65,88.8167,"29830",NA,NA,"NWR",NA,"Monsoon",NA,NA
"288","Comilla",1981,"September","28.1","Chittagong",23.26,91.11,23.433,91.183,"29830",35,23.9,"ER",29.45,"Monsoon",112,85
"289","Cox`s bazar",1981,"September","27.8","Chittagong",21.27,91.58,21.433,91.967,"29830",34,22.4,"ER",28.2,"Monsoon",NA,NA
"290","Dhaka/tejgaon (mil)",1981,"September","28.5","Dhaka",23.47,90.23,23.767,90.383,"29830",35,23.4,"Dhaka",29.2,"Monsoon",320,83
"291","Dinajpur",1981,"September","28.5","Rangpur",25.39,88.41,25.65,88.683,"29830",35,23.9,"NWR",29.45,"Monsoon",214,83
"292","Faridpur",1981,"September","28.5","Dhaka",23.36,89.51,23.617,89.85,"29830",34.1,22.3,"CR w/o Dhaka",28.2,"Monsoon",199,85
"293","Feni",1981,"September","28.1","Chittagong",23.02,91.25,23,91.4,"29830",35.1,23.5,"ER",29.3,"Monsoon",254,85
"294","Hatia",1981,"September",NA,"Chittagong",22.27,91.6,22.433,91.1,"29830",NA,NA,"ER",NA,"Monsoon",NA,NA
"295","Ishurdi",1981,"September","28.2","Khulna",24.09,89.2,24.15,89.033,"29830",34,23.3,"NWR",28.65,"Monsoon",423,84
"296","Jessore (civ/mil)",1981,"September","28.4","Khulna",23.12,89.2,23.183,89.167,"29830",34.8,14.4,"SWR",24.6,"Monsoon",251,85
"297","Khepupara",1981,"September","28","Barisal",21.59,90.14,21.983,90.233,"29830",34,23,"SWR",28.5,"Monsoon",302,85
"298","Khulna",1981,"September","28.2","Khulna",22.47,89.32,22.85,89.567,"29830",35.1,24.3,"SWR",29.7,"Monsoon",188,87
"299","Kutubdia",1981,"September",NA,"Chittagong",21.49,91.51,21.81666667,91.85,"29830",NA,NA,"ER",NA,"Monsoon",NA,NA
"300","M.court",1981,"September","28.3","Chittagong",22.52,91.6,22.867,92,"29830",34.4,23.9,"ER",29.15,"Monsoon",328,85
"301","Madaripur",1981,"September","****","Dhaka",23.1,90.11,23.167,90.183,"29830",NA,NA,"CR w/o Dhaka",NA,"Monsoon",NA,NA
"302","Mongla",1981,"September",NA,"Khulna",22.28,89.36,22.467,89.6,"29830",NA,NA,"SWR",NA,"Monsoon",NA,NA
"303","Mymensingn",1981,"September","29.2","Dhaka",24.44,90.25,24.717,90.433,"29830",35.1,NA,"CR w/o Dhaka",NA,"Monsoon",NA,NA
"304","Patuakhali",1981,"September","28.5","Barisal",22.2,90.2,22.33333333,90.33333,"29830",35.1,23.2,"SWR",29.15,"Monsoon",216,83
"305","Rajshahi",1981,"September","28.3","Rajshahi",24.22,88.42,24.383,88.6,"29830",33.5,22.8,"NWR",28.15,"Monsoon",398,84
"306","Rangamati",1981,"September","27.6","Chittagong",22.38,92.09,22.633,92.2,"29830",35.2,23.1,"ER",29.15,"Monsoon",371,85
"307","Rangpur",1981,"September","****","Rangpur",25.44,89.16,25.733,89.233,"29830",NA,NA,"NWR",NA,"Monsoon",NA,NA
"308","Sandwip",1981,"September","28.5","Chittagong",22.29,91.26,22.483,91.417,"29830",35.6,24,"ER",29.8,"Monsoon",537,86
"309","Satkhira",1981,"September","28.7","Khulna",22.43,89.05,22.717,89.083,"29830",33.8,23.9,"SWR",28.85,"Monsoon",273,85
"310","Sitakundu",1981,"September","28.5","Chittagong",22.38,91.42,22.583,91.7,"29830",33.9,24,"ER",28.95,"Monsoon",NA,NA
"311","Srimangal",1981,"September",NA,"Sylhet",24.18,91.44,24.3,91.73333333,"29830",NA,NA,"ER",NA,"Monsoon",NA,NA
"312","Sydpur",1981,"September",NA,"Rangpur",25.45,88.55,25.75,88.917,"29830",NA,NA,"NWR",NA,"Monsoon",NA,NA
"313","Sylhet",1981,"September","27.6","Sylhet",24.54,91.53,24.9,91.883,"29830",35.5,23.1,"ER",29.3,"Monsoon",464,85
"314","Tangail",1981,"September",NA,"Dhaka",24.15,89.56,24.25,89.933,"29830",NA,NA,"CR w/o Dhaka",NA,"Monsoon",NA,NA
"315","Teknaf",1981,"September","28.5","Chittagong",20.52,92.18,20.417,92.3,"29830",34,23,"ER",28.5,"Monsoon",473,81
"316","Ambagan(Ctg)",1981,"October",NA,"Chittagong",22.13,91.48,22.35,91.817,"29860",NA,NA,"ER",NA,"Monsoon",NA,NA
"317","Barisal",1981,"October","27.5","Barisal",23.43,90.22,22.717,90.367,"29860",33.3,18,"SWR",25.65,"Monsoon",71,80
"318","Bhola",1981,"October","27.6","Barisal",22.41,90.39,22.683,90.65,"29860",33.4,19.4,"SWR",26.4,"Monsoon",4,78
"319","Bogra",1981,"October","27.2","Rajshahi",24.51,89.22,24.85,89.367,"29860",37.1,17.8,"NWR",27.45,"Monsoon",0,74
"320","Chandpur",1981,"October","27.7","Chittagong",23.14,90.42,23.267,90.7,"29860",33.5,19,"ER",26.25,"Monsoon",14,79
"321","Chittagong (cv/mil)",1981,"October","27.9","Chittagong",22.21,91.49,22.267,91.817,"29860",32.4,21.5,"ER",26.95,"Monsoon",20,76
"322","chuadanga",1981,"October",NA,"Khulna",23.39,88.49,23.65,88.8167,"29860",NA,NA,"NWR",NA,"Monsoon",NA,NA
"323","Comilla",1981,"October","26.9","Chittagong",23.26,91.11,23.433,91.183,"29860",33.5,18.9,"ER",26.2,"Monsoon",0,79
"324","Cox`s bazar",1981,"October","27.5","Chittagong",21.27,91.58,21.433,91.967,"29860",33,21,"ER",27,"Monsoon",NA,NA
"325","Dhaka/tejgaon (mil)",1981,"October","27.9","Dhaka",23.47,90.23,23.767,90.383,"29860",33.4,18.9,"Dhaka",26.15,"Monsoon",82,70
"326","Dinajpur",1981,"October","28","Rangpur",25.39,88.41,25.65,88.683,"29860",33,16.2,"NWR",24.6,"Monsoon",0,68
"327","Faridpur",1981,"October","27.6","Dhaka",23.36,89.51,23.617,89.85,"29860",33.2,19.3,"CR w/o Dhaka",26.25,"Monsoon",35,74
"328","Feni",1981,"October","27.4","Chittagong",23.02,91.25,23,91.4,"29860",33.1,19.5,"ER",26.3,"Monsoon",10,80
"329","Hatia",1981,"October",NA,"Chittagong",22.27,91.6,22.433,91.1,"29860",NA,NA,"ER",NA,"Monsoon",NA,NA
"330","Ishurdi",1981,"October","26.7","Khulna",24.09,89.2,24.15,89.033,"29860",33.3,17.8,"NWR",25.55,"Monsoon",0,74
"331","Jessore (civ/mil)",1981,"October","27.5","Khulna",23.12,89.2,23.183,89.167,"29860",34.3,18.2,"SWR",26.25,"Monsoon",0,70
"332","Khepupara",1981,"October","28.5","Barisal",21.59,90.14,21.983,90.233,"29860",33,22,"SWR",27.5,"Monsoon",24,74
"333","Khulna",1981,"October","27.9","Khulna",22.47,89.32,22.85,89.567,"29860",33.9,21.1,"SWR",27.5,"Monsoon",29,79
"334","Kutubdia",1981,"October",NA,"Chittagong",21.49,91.51,21.81666667,91.85,"29860",NA,NA,"ER",NA,"Monsoon",NA,NA
"335","M.court",1981,"October","28.4","Chittagong",22.52,91.6,22.867,92,"29860",32.2,22.2,"ER",27.2,"Monsoon",27,76
"336","Madaripur",1981,"October","****","Dhaka",23.1,90.11,23.167,90.183,"29860",NA,NA,"CR w/o Dhaka",NA,"Monsoon",NA,NA
"337","Mongla",1981,"October",NA,"Khulna",22.28,89.36,22.467,89.6,"29860",NA,NA,"SWR",NA,"Monsoon",NA,NA
"338","Mymensingn",1981,"October","29.7","Dhaka",24.44,90.25,24.717,90.433,"29860",33.6,NA,"CR w/o Dhaka",NA,"Monsoon",NA,NA
"339","Patuakhali",1981,"October","28.7","Barisal",22.2,90.2,22.33333333,90.33333,"29860",33.1,22.4,"SWR",27.75,"Monsoon",18,73
"340","Rajshahi",1981,"October","27.2","Rajshahi",24.22,88.42,24.383,88.6,"29860",34,17.9,"NWR",25.95,"Monsoon",0,71
"341","Rangamati",1981,"October","27.4","Chittagong",22.38,92.09,22.633,92.2,"29860",32.1,21.3,"ER",26.7,"Monsoon",42,79
"342","Rangpur",1981,"October","27","Rangpur",25.44,89.16,25.733,89.233,"29860",33,17.9,"NWR",25.45,"Monsoon",0,74
"343","Sandwip",1981,"October","29.1","Chittagong",22.29,91.26,22.483,91.417,"29860",34,21,"ER",27.5,"Monsoon",50,72
"344","Satkhira",1981,"October","28.8","Khulna",22.43,89.05,22.717,89.083,"29860",38.3,19.6,"SWR",28.95,"Monsoon",8,68
"345","Sitakundu",1981,"October","27.8","Chittagong",22.38,91.42,22.583,91.7,"29860",33,19,"ER",26,"Monsoon",NA,NA
"346","Srimangal",1981,"October",NA,"Sylhet",24.18,91.44,24.3,91.73333333,"29860",NA,NA,"ER",NA,"Monsoon",NA,NA
"347","Sydpur",1981,"October",NA,"Rangpur",25.45,88.55,25.75,88.917,"29860",NA,NA,"NWR",NA,"Monsoon",NA,NA
"348","Sylhet",1981,"October","26.5","Sylhet",24.54,91.53,24.9,91.883,"29860",33.3,19,"ER",26.15,"Monsoon",43,78
"349","Tangail",1981,"October",NA,"Dhaka",24.15,89.56,24.25,89.933,"29860",NA,NA,"CR w/o Dhaka",NA,"Monsoon",NA,NA
"350","Teknaf",1981,"October","28.6","Chittagong",20.52,92.18,20.417,92.3,"29860",33,22,"ER",27.5,"Monsoon",115,73
"351","Ambagan(Ctg)",1981,"November",NA,"Chittagong",22.13,91.48,22.35,91.817,"29891",NA,NA,"ER",NA,"Winter",NA,NA
"352","Barisal",1981,"November","23.3","Barisal",23.43,90.22,22.717,90.367,"29891",32.8,12.5,"SWR",22.65,"Winter",0,76
"353","Bhola",1981,"November","23.6","Barisal",22.41,90.39,22.683,90.65,"29891",32.5,13.9,"SWR",23.2,"Winter",0,75
"354","Bogra",1981,"November","22.6","Rajshahi",24.51,89.22,24.85,89.367,"29891",33.3,10.2,"NWR",21.75,"Winter",0,73
"355","Chandpur",1981,"November","23.6","Chittagong",23.14,90.42,23.267,90.7,"29891",32.8,14.6,"ER",23.7,"Winter",0,76
"356","Chittagong (cv/mil)",1981,"November","25.2","Chittagong",22.21,91.49,22.267,91.817,"29891",32,16.8,"ER",24.4,"Winter",1,72
"357","chuadanga",1981,"November",NA,"Khulna",23.39,88.49,23.65,88.8167,"29891",NA,NA,"NWR",NA,"Winter",NA,NA
"358","Comilla",1981,"November","22.9","Chittagong",23.26,91.11,23.433,91.183,"29891",31.6,12.2,"ER",21.9,"Winter",0,74
"359","Cox`s bazar",1981,"November","25.7","Chittagong",21.27,91.58,21.433,91.967,"29891",33,16,"ER",24.5,"Winter",NA,NA
"360","Dhaka/tejgaon (mil)",1981,"November","24","Dhaka",23.47,90.23,23.767,90.383,"29891",33.1,13.7,"Dhaka",23.4,"Winter",9,66
"361","Dinajpur",1981,"November","23.5","Rangpur",25.39,88.41,25.65,88.683,"29891",31,11.7,"NWR",21.35,"Winter",5,65
"362","Faridpur",1981,"November","23.1","Dhaka",23.36,89.51,23.617,89.85,"29891",31.6,14,"CR w/o Dhaka",22.8,"Winter",0,72
"363","Feni",1981,"November","23.9","Chittagong",23.02,91.25,23,91.4,"29891",32.9,12.7,"ER",22.8,"Winter",0,72
"364","Hatia",1981,"November",NA,"Chittagong",22.27,91.6,22.433,91.1,"29891",NA,NA,"ER",NA,"Winter",NA,NA
"365","Ishurdi",1981,"November","22","Khulna",24.09,89.2,24.15,89.033,"29891",32.5,12.2,"NWR",22.35,"Winter",0,69
"366","Jessore (civ/mil)",1981,"November","22.8","Khulna",23.12,89.2,23.183,89.167,"29891",34.4,11.5,"SWR",22.95,"Winter",0,73
"367","Khepupara",1981,"November","25","Barisal",21.59,90.14,21.983,90.233,"29891",32,15.5,"SWR",23.75,"Winter",0,69
"368","Khulna",1981,"November","23.5","Khulna",22.47,89.32,22.85,89.567,"29891",33.6,13.7,"SWR",23.65,"Winter",0,75
"369","Kutubdia",1981,"November",NA,"Chittagong",21.49,91.51,21.81666667,91.85,"29891",NA,NA,"ER",NA,"Winter",NA,NA
"370","M.court",1981,"November","25.6","Chittagong",22.52,91.6,22.867,92,"29891",32.2,12.3,"ER",22.25,"Winter",0,68
"371","Madaripur",1981,"November","****","Dhaka",23.1,90.11,23.167,90.183,"29891",NA,NA,"CR w/o Dhaka",NA,"Winter",NA,NA
"372","Mongla",1981,"November",NA,"Khulna",22.28,89.36,22.467,89.6,"29891",NA,NA,"SWR",NA,"Winter",NA,NA
"373","Mymensingn",1981,"November","26.5","Dhaka",24.44,90.25,24.717,90.433,"29891",31.4,NA,"CR w/o Dhaka",NA,"Winter",NA,NA
"374","Patuakhali",1981,"November","25.5","Barisal",22.2,90.2,22.33333333,90.33333,"29891",32.6,16.6,"SWR",24.6,"Winter",0,68
"375","Rajshahi",1981,"November","22.5","Rajshahi",24.22,88.42,24.383,88.6,"29891",NA,12.1,"NWR",NA,"Winter",3,68
"376","Rangamati",1981,"November","24.7","Chittagong",22.38,92.09,22.633,92.2,"29891",31.6,19,"ER",25.3,"Winter",24,78
"377","Rangpur",1981,"November","22","Rangpur",25.44,89.16,25.733,89.233,"29891",30.5,10,"NWR",20.25,"Winter",0,70
"378","Sandwip",1981,"November","26.7","Chittagong",22.29,91.26,22.483,91.417,"29891",33,17,"ER",25,"Winter",0,69
"379","Satkhira",1981,"November","25.1","Khulna",22.43,89.05,22.717,89.083,"29891",33.8,11.9,"SWR",22.85,"Winter",0,60
"380","Sitakundu",1981,"November","24.6","Chittagong",22.38,91.42,22.583,91.7,"29891",32,14,"ER",23,"Winter",NA,NA
"381","Srimangal",1981,"November",NA,"Sylhet",24.18,91.44,24.3,91.73333333,"29891",NA,NA,"ER",NA,"Winter",NA,NA
"382","Sydpur",1981,"November",NA,"Rangpur",25.45,88.55,25.75,88.917,"29891",NA,NA,"NWR",NA,"Winter",NA,NA
"383","Sylhet",1981,"November","23.8","Sylhet",24.54,91.53,24.9,91.883,"29891",32.4,14.7,"ER",23.55,"Winter",0,70
